st;en;duration;height;Rmax;Rmax10;st;en;duration;height;Rmax;Rmax10;st;en;duration;height;Rmax;Rmax10;st;en;duration;height;Rmax;Rmax10;st;en;duration;height;Rmax;Rmax10;st;en;duration;height;Rmax;Rmax10;st;en;duration;height;Rmax;Rmax10;st;en;duration;height;Rmax;Rmax10
2015-05-05 17:10:00;2015-05-05 17:31:00;21;0.3;5.1;1.5;2015-05-05 17:10:00;2015-05-05 17:26:00;16;1.1;23.9;5.9;2015-05-05 17:17:00;2015-05-05 17:27:00;10;0.2;5.9;1.2;2015-05-05 17:19:00;2015-05-05 17:24:00;5;0.2;5.9;1.2;NA;NA;NA;NA;NA;NA;2015-05-05 17:17:00;2015-05-05 17:20:00;3;0.1;6.1;0.6;2015-05-05 17:18:00;2015-05-05 17:24:00;6;0.2;5.9;1.2;2015-05-05 17:19:00;2015-05-05 17:22:00;3;0.1;5.8;0.6
2015-05-05 23:18:00;2015-05-06 12:11:00;773;6.9;6;3.2;2015-05-05 23:19:00;2015-05-06 09:30:00;611;6.2;5.9;3.5;2015-05-05 23:18:00;2015-05-06 09:25:00;607;6.9;5.9;2.9;2015-05-05 23:19:00;2015-05-06 09:32:00;613;7.1;11.9;5.4;2015-05-05 23:21:00;2015-05-06 09:28:00;607;7.1;6.1;3.1;2015-05-05 23:18:00;2015-05-06 09:30:00;612;7.2;6.2;3.1;2015-05-05 23:23:00;2015-05-06 09:32:00;609;7.1;12.1;6;2015-05-05 23:23:00;2015-05-06 09:31:00;608;6.4;11.6;4.7
2015-05-09 06:24:00;2015-05-09 09:15:00;171;2.5;10.3;8.6;2015-05-09 06:27:00;2015-05-09 06:49:00;22;2.5;17.8;8.8;2015-05-09 06:27:00;2015-05-09 07:01:00;34;2.7;12.6;9.5;2015-05-09 06:28:00;2015-05-09 06:50:00;22;2.4;12;10.1;2015-05-09 06:27:00;2015-05-09 06:51:00;24;2;12.2;6.1;2015-05-09 06:25:00;2015-05-09 06:48:00;23;2.7;12.5;9.9;2015-05-09 06:28:00;2015-05-09 06:53:00;25;2.5;12.2;10.3;2015-05-09 06:27:00;2015-05-09 06:49:00;22;2.4;17.6;10.5
2015-05-09 15:03:00;2015-05-09 18:11:00;188;1.3;15.5;5.9;2015-05-09 15:05:00;2015-05-09 17:58:00;173;1.6;17.8;5.9;2015-05-09 15:11:00;2015-05-09 18:00:00;169;0.8;18.1;4.2;2015-05-09 15:03:00;2015-05-09 18:01:00;178;1.9;30.2;9;2015-05-09 15:11:00;2015-05-09 18:00:00;169;0.7;12.2;3.1;2015-05-09 15:07:00;2015-05-09 17:59:00;172;0.9;18.8;5;2015-05-09 15:10:00;2015-05-09 18:02:00;172;1.8;25;9.2;2015-05-09 15:05:00;2015-05-09 18:00:00;175;1.2;23.6;5.9
2015-05-09 22:26:00;2015-05-10 00:21:00;115;0.6;12.2;3.4;2015-05-09 22:26:00;2015-05-09 22:40:00;14;1.6;36.5;9;2015-05-09 22:37:00;2015-05-09 22:40:00;3;0.1;5.9;0.6;2015-05-09 22:34:00;2015-05-09 22:41:00;7;1;24.2;6;2015-05-09 23:44:00;2015-05-09 23:47:00;3;0.1;6.1;0.6;2015-05-09 22:37:00;2015-05-09 22:40:00;3;0.1;6.1;0.6;2015-05-09 22:34:00;2015-05-09 22:41:00;7;1;31.3;6.1;2015-05-09 22:34:00;2015-05-09 22:39:00;5;0.3;5.9;1.7
2015-05-12 22:11:00;2015-05-13 02:21:00;250;1.5;6.8;3.2;2015-05-12 22:12:00;2015-05-13 00:27:00;135;1.6;5.9;2.3;2015-05-12 22:12:00;2015-05-13 00:19:00;127;1.5;5.9;2.9;2015-05-12 22:11:00;2015-05-13 00:28:00;137;1.7;11.9;4.2;2015-05-12 22:12:00;2015-05-13 00:18:00;126;1.5;6.1;3.1;2015-05-12 22:13:00;2015-05-13 00:16:00;123;1.4;6.2;3.1;2015-05-12 22:11:00;2015-05-13 00:16:00;125;1.6;12.2;4.2;2015-05-12 22:13:00;2015-05-13 00:14:00;121;1.2;11.7;3.5
2015-05-20 01:31:00;2015-05-20 20:57:00;1166;6.7;3.4;1.3;2015-05-20 01:31:00;2015-05-20 18:32:00;1021;6.4;5.8;1.2;2015-05-20 01:33:00;2015-05-20 18:23:00;1010;6.9;5.9;1.2;2015-05-20 01:51:00;2015-05-20 18:26:00;995;6.5;5.9;1.8;2015-05-20 01:37:00;2015-05-20 18:32:00;1015;7.7;6.1;1.8;2015-05-20 01:32:00;2015-05-20 18:29:00;1017;7.1;6.1;1.2;2015-05-20 01:50:00;2015-05-20 18:28:00;998;6.5;5.9;1.8;2015-05-20 01:46:00;2015-05-20 19:05:00;1039;6;5.8;1.7
2015-05-29 16:08:00;2015-05-29 19:01:00;173;0.8;4.3;2.5;2015-05-29 16:08:00;2015-05-29 16:47:00;39;1;5.9;2.3;2015-05-29 16:15:00;2015-05-29 16:34:00;19;1;11.8;3.5;2015-05-29 16:15:00;2015-05-29 16:44:00;29;0.8;5.9;2.4;2015-05-29 16:14:00;2015-05-29 16:34:00;20;0.8;6.1;3.1;2015-05-29 16:13:00;2015-05-29 16:34:00;21;1;6.2;3.1;2015-05-29 16:15:00;2015-05-29 16:36:00;21;0.7;6;2.4;2015-05-29 16:16:00;2015-05-29 16:36:00;20;0.6;5.8;1.7
2015-05-29 22:08:00;2015-05-30 02:51:00;283;10.4;54.4;39.3;2015-05-29 22:13:00;2015-05-30 00:49:00;156;9;69.3;35.7;2015-05-29 22:08:00;2015-05-30 00:47:00;159;11.3;89.2;46.3;2015-05-29 22:12:00;2015-05-30 00:47:00;155;10.7;68.3;39.9;2015-05-29 22:10:00;2015-05-30 00:47:00;157;11.1;79.3;44.1;2015-05-29 22:11:00;2015-05-30 00:48:00;157;11.4;86.9;46.6;2015-05-29 22:12:00;2015-05-30 00:46:00;154;11;71.7;41.6;2015-05-29 22:12:00;2015-05-30 00:46:00;154;7.9;48.7;26.4
2015-06-07 23:01:00;2015-06-08 04:05:00;304;0.4;4.3;1.9;2015-06-08 00:42:00;2015-06-08 00:52:00;10;0.3;5.9;1.8;2015-06-08 00:38:00;2015-06-08 00:41:00;3;0.1;5.9;0.6;2015-06-08 00:33:00;2015-06-08 00:44:00;11;0.7;11.9;4.2;2015-06-08 00:31:00;2015-06-08 00:41:00;10;0.5;6.1;3.1;2015-06-08 00:37:00;2015-06-08 00:40:00;3;0.1;6.1;0.6;2015-06-08 00:34:00;2015-06-08 00:43:00;9;0.7;12.1;4.2;2015-06-08 00:39:00;2015-06-08 00:42:00;3;0.1;5.8;0.6
2015-06-08 19:56:00;2015-06-09 13:11:00;1035;29.2;34.5;21;2015-06-08 20:05:00;2015-06-09 09:41:00;816;21.6;30.2;13.7;2015-06-08 20:09:00;2015-06-09 09:38:00;809;29.9;36.5;27.1;2015-06-08 19:56:00;2015-06-09 09:44:00;828;32.2;61.9;25.4;2015-06-08 19:56:00;2015-06-09 09:17:00;801;33.8;37.8;26;2015-06-08 20:07:00;2015-06-09 09:48:00;821;31.1;38.3;28.4;2015-06-08 19:56:00;2015-06-09 09:20:00;804;32.6;58.1;26.3;2015-06-08 19:58:00;2015-06-09 08:03:00;725;23.1;36;18.3
2015-06-09 15:09:00;2015-06-09 15:51:00;42;0;0.9;0.1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2015-06-09 15:13:00;2015-06-09 15:16:00;3;0.1;6.1;0.6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2015-06-13 13:57:00;2015-06-13 20:11:00;374;3.8;14.8;7.2;2015-06-13 14:03:00;2015-06-13 18:31:00;268;3.2;17.8;7.1;2015-06-13 13:59:00;2015-06-13 19:45:00;346;3.8;23.9;6.5;2015-06-13 14:01:00;2015-06-13 18:30:00;269;3.8;30.4;9;2015-06-13 13:57:00;2015-06-13 19:52:00;355;5;24.7;9.9;2015-06-13 14:00:00;2015-06-13 19:46:00;346;3.9;25.1;6.9;2015-06-13 14:00:00;2015-06-13 18:29:00;269;3.7;25.4;9.2;2015-06-13 14:01:00;2015-06-13 18:27:00;266;3.1;17.7;6.4
2015-06-18 19:45:00;2015-06-19 00:01:00;256;0.9;4.2;1.5;2015-06-18 19:45:00;2015-06-18 22:17:00;152;1.9;17.9;5.3;2015-06-18 20:10:00;2015-06-18 22:36:00;146;0.7;5.9;1.2;2015-06-18 19:50:00;2015-06-18 22:34:00;164;0.9;5.9;1.8;2015-06-18 20:31:00;2015-06-18 22:36:00;125;0.7;6.1;1.2;2015-06-18 20:10:00;2015-06-18 22:36:00;146;0.7;6.1;1.8;2015-06-18 20:09:00;2015-06-18 22:17:00;128;0.8;6;1.8;2015-06-18 20:47:00;2015-06-18 22:22:00;95;0.6;5.8;1.7
2015-06-20 02:53:00;2015-06-20 07:11:00;258;1.1;3.4;1.5;2015-06-20 03:00:00;2015-06-20 05:14:00;134;1.2;5.8;1.7;2015-06-20 02:57:00;2015-06-20 05:17:00;140;1.2;5.9;1.8;2015-06-20 02:59:00;2015-06-20 05:33:00;154;1.1;5.9;1.2;2015-06-20 02:53:00;2015-06-20 05:11:00;138;1.3;6.1;1.8;2015-06-20 02:58:00;2015-06-20 05:16:00;138;1.2;6.1;1.8;2015-06-20 03:02:00;2015-06-20 05:31:00;149;1.1;5.9;1.8;2015-06-20 02:59:00;2015-06-20 05:19:00;140;1;5.8;1.2
2015-06-20 17:47:00;2015-06-20 21:11:00;204;0.7;5.1;2.2;2015-06-20 17:47:00;2015-06-20 19:07:00;80;0.9;5.9;2.9;2015-06-20 18:48:00;2015-06-20 19:19:00;31;0.8;5.9;2.4;2015-06-20 18:47:00;2015-06-20 19:09:00;22;0.7;5.9;2.4;2015-06-20 18:51:00;2015-06-20 19:23:00;32;0.8;6.1;3.1;2015-06-20 18:49:00;2015-06-20 19:10:00;21;0.7;6.2;3.1;2015-06-20 18:47:00;2015-06-20 19:09:00;22;0.7;5.9;2.4;2015-06-20 18:52:00;2015-06-20 19:08:00;16;0.4;5.8;1.7
2015-06-22 13:49:00;2015-06-22 18:03:00;254;1.6;4.3;2.6;2015-06-22 14:47:00;2015-06-22 16:33:00;106;1.7;5.9;2.9;2015-06-22 13:50:00;2015-06-22 16:55:00;185;1.7;5.9;2.9;2015-06-22 14:43:00;2015-06-22 16:04:00;81;1.6;5.9;3;2015-06-22 13:50:00;2015-06-22 16:34:00;164;1.8;12.2;3.1;2015-06-22 13:49:00;2015-06-22 16:16:00;147;1.6;6.2;3.1;2015-06-22 13:52:00;2015-06-22 15:57:00;125;1.6;6;3;2015-06-22 14:52:00;2015-06-22 15:44:00;52;1;5.8;1.7
2015-06-23 00:32:00;2015-06-23 05:51:00;319;4.1;5.1;3.6;2015-06-23 00:35:00;2015-06-23 03:33:00;178;3.8;5.9;2.9;2015-06-23 00:37:00;2015-06-23 03:41:00;184;4.1;5.9;3.5;2015-06-23 00:35:00;2015-06-23 03:33:00;178;4;5.9;3.6;2015-06-23 00:35:00;2015-06-23 05:04:00;269;4.4;6.1;4.3;2015-06-23 00:32:00;2015-06-23 03:30:00;178;4.3;6.2;3.7;2015-06-23 00:35:00;2015-06-23 04:42:00;247;4.3;6;3.6;2015-06-23 00:32:00;2015-06-23 03:31:00;179;4;5.8;3.5
2015-06-23 10:30:00;2015-06-23 14:11:00;221;1.3;9.4;3.6;2015-06-23 10:32:00;2015-06-23 12:33:00;121;1.2;5.9;2.9;2015-06-23 10:32:00;2015-06-23 12:08:00;96;1.5;11.8;4.7;2015-06-23 10:35:00;2015-06-23 12:11:00;96;1.1;11.9;4.2;2015-06-23 10:33:00;2015-06-23 13:10:00;157;1.6;12.2;4.9;2015-06-23 10:30:00;2015-06-23 12:37:00;127;1.5;12.4;4.3;2015-06-23 10:35:00;2015-06-23 12:12:00;97;1.1;12.2;4.2;2015-06-23 10:33:00;2015-06-23 13:13:00;160;1;5.8;2.9
2015-06-23 15:50:00;2015-06-23 18:39:00;169;1.6;14.7;7.2;2015-06-23 15:52:00;2015-06-23 16:11:00;19;2.7;23.9;10.7;2015-06-23 15:52:00;2015-06-23 16:09:00;17;1.5;17.8;7.7;2015-06-23 15:55:00;2015-06-23 18:35:00;160;1.8;18.1;8.3;2015-06-23 15:55:00;2015-06-23 16:10:00;15;1;12.2;5.5;2015-06-23 15:53:00;2015-06-23 16:10:00;17;1.4;18.7;8.1;2015-06-23 15:56:00;2015-06-23 18:39:00;163;1.7;12.3;7.8;2015-06-23 15:55:00;2015-06-23 16:11:00;16;1.2;11.6;5.8
2015-06-27 16:12:00;2015-06-27 18:41:00;149;1.2;6;4.4;2015-06-27 16:23:00;2015-06-27 16:40:00;17;0.9;5.9;4.7;2015-06-27 16:13:00;2015-06-27 17:16:00;63;1.2;5.9;4.1;2015-06-27 16:13:00;2015-06-27 16:39:00;26;1.3;5.9;4.8;2015-06-27 16:14:00;2015-06-27 16:41:00;27;1.3;6.1;4.9;2015-06-27 16:12:00;2015-06-27 17:17:00;65;1.2;6.2;4.3;2015-06-27 16:13:00;2015-06-27 16:38:00;25;1.3;11.9;4.8;2015-06-27 16:13:00;2015-06-27 16:38:00;25;1.4;5.8;5.2
2015-07-05 14:40:00;2015-07-05 15:11:00;31;0.1;1.7;0.5;2015-07-05 14:40:00;2015-07-05 14:45:00;5;0.2;5.9;1.2;2015-07-05 14:48:00;2015-07-05 14:51:00;3;0.1;5.9;0.6;2015-07-05 14:44:00;2015-07-05 15:03:00;19;0.2;5.9;0.6;NA;NA;NA;NA;NA;NA;2015-07-05 14:48:00;2015-07-05 14:51:00;3;0.1;6.1;0.6;2015-07-05 14:44:00;2015-07-05 14:54:00;10;0.2;5.9;1.2;NA;NA;NA;NA;NA;NA
2015-07-08 00:52:00;2015-07-08 03:45:00;173;6.8;35.3;17.9;2015-07-08 00:53:00;2015-07-08 03:01:00;128;8.7;43.1;23.4;2015-07-08 00:52:00;2015-07-08 01:56:00;64;7;42.8;18;2015-07-08 00:53:00;2015-07-08 01:57:00;64;6.5;55.9;21.3;2015-07-08 00:54:00;2015-07-08 01:58:00;64;6.4;37.7;13.6;2015-07-08 00:52:00;2015-07-08 01:57:00;65;7;38.5;17;2015-07-08 00:53:00;2015-07-08 02:08:00;75;6.6;58.2;20.7;2015-07-08 00:53:00;2015-07-08 01:55:00;62;5.5;42.4;14.2
2015-07-14 19:37:00;2015-07-14 21:36:00;119;0.2;2.6;0.7;2015-07-14 20:35:00;2015-07-14 20:38:00;3;0.1;5.8;0.6;2015-07-14 20:19:00;2015-07-14 21:14:00;55;0.3;5.9;1.2;2015-07-14 20:25:00;2015-07-14 21:36:00;71;0.2;5.9;0.6;2015-07-14 20:17:00;2015-07-14 21:19:00;62;0.3;6.1;1.2;2015-07-14 20:20:00;2015-07-14 20:26:00;6;0.2;6.1;1.2;2015-07-14 20:27:00;2015-07-14 20:30:00;3;0.1;5.9;0.6;2015-07-14 20:24:00;2015-07-14 20:27:00;3;0.1;5.8;0.6
2015-07-25 04:40:00;2015-07-25 09:01:00;261;3;5.1;3.6;2015-07-25 04:46:00;2015-07-25 07:00:00;134;4.1;17.9;5.9;2015-07-25 04:41:00;2015-07-25 07:05:00;144;3;5.9;3.5;2015-07-25 04:49:00;2015-07-25 07:00:00;131;2.5;5.9;3.6;2015-07-25 05:47:00;2015-07-25 07:08:00;81;2.9;6.1;4.3;2015-07-25 04:40:00;2015-07-25 07:08:00;148;3.3;12.4;3.7;2015-07-25 04:47:00;2015-07-25 07:00:00;133;2.6;11.9;3.6;2015-07-25 05:48:00;2015-07-25 06:55:00;67;2.3;5.8;3.5
2015-07-25 14:09:00;2015-07-25 16:41:00;152;1.6;9.8;6;2015-07-25 14:11:00;2015-07-25 14:41:00;30;2.2;44.1;10.3;2015-07-25 14:11:00;2015-07-25 14:40:00;29;1.6;17.9;5.9;2015-07-25 14:13:00;2015-07-25 14:45:00;32;1.3;11.9;4.8;2015-07-25 14:11:00;2015-07-25 14:42:00;31;2.1;18.5;8.6;2015-07-25 14:11:00;2015-07-25 14:42:00;31;1.5;18.7;5.6;2015-07-25 14:13:00;2015-07-25 14:44:00;31;1.2;12.2;4.2;2015-07-25 14:12:00;2015-07-25 14:43:00;31;1.1;5.9;3.5
2015-07-27 14:03:00;2015-07-27 18:01:00;238;5.6;43.7;28.2;2015-07-27 14:03:00;2015-07-27 16:10:00;127;6;63.4;30.6;2015-07-27 15:03:00;2015-07-27 16:13:00;70;5.9;55.9;29.8;2015-07-27 14:30:00;2015-07-27 16:11:00;101;5.6;64;29;2015-07-27 15:44:00;2015-07-27 16:12:00;28;6;58;31.5;2015-07-27 15:43:00;2015-07-27 16:13:00;30;5.9;52;30;2015-07-27 15:45:00;2015-07-27 16:10:00;25;5.5;73.2;29.8;2015-07-27 15:44:00;2015-07-27 16:17:00;33;4.1;36.2;21.4
2015-07-29 17:17:00;2015-07-29 20:23:00;186;3.2;16.4;8.2;2015-07-29 17:17:00;2015-07-29 18:41:00;84;3.8;23.9;11.3;2015-07-29 17:19:00;2015-07-29 18:49:00;90;3.1;17.8;7.7;2015-07-29 17:19:00;2015-07-29 18:41:00;82;3.1;17.9;7.2;2015-07-29 17:20:00;2015-07-29 18:38:00;78;3.4;24.6;10.4;2015-07-29 17:20:00;2015-07-29 18:40:00;80;3.2;18.7;8.1;2015-07-29 17:19:00;2015-07-29 18:39:00;80;3.1;18.4;7.3;2015-07-29 17:20:00;2015-07-29 18:39:00;79;2.6;17.6;7
2015-08-16 04:39:00;2015-08-16 07:40:00;181;1.3;4.2;2.3;2015-08-16 05:10:00;2015-08-16 05:13:00;3;0.1;5.8;0.6;2015-08-16 04:43:00;2015-08-16 07:40:00;177;1.6;11.8;3.5;2015-08-16 04:39:00;2015-08-16 06:05:00;86;1.5;5.9;3;2015-08-16 04:41:00;2015-08-16 05:21:00;40;1.6;6.1;3.1;2015-08-16 04:40:00;2015-08-16 06:22:00;102;1.6;6.2;3.1;2015-08-16 04:40:00;2015-08-16 06:29:00;109;1.4;6;3;2015-08-16 04:40:00;2015-08-16 07:15:00;155;1.3;5.8;2.9
2015-08-16 14:59:00;2015-08-16 20:03:00;304;7.7;14.9;8.2;2015-08-16 18:07:00;2015-08-16 19:35:00;88;0.4;13;1.3;2015-08-16 14:59:00;2015-08-16 17:43:00;164;11.1;30.2;14.3;2015-08-16 15:15:00;2015-08-16 17:52:00;157;6.7;11.9;5.3;2015-08-16 15:00:00;2015-08-16 17:42:00;162;9.8;24.5;11.6;2015-08-16 14:59:00;2015-08-16 17:46:00;167;11.7;31.7;15;2015-08-16 15:15:00;2015-08-16 17:42:00;147;6.7;6;5.4;2015-08-16 15:01:00;2015-08-16 17:46:00;165;7.3;11.7;6.4
2015-08-17 06:22:00;2015-08-19 14:29:00;3367;49.9;22.8;13.5;2015-08-17 06:22:00;2015-08-19 14:29:00;3367;54.1;23.8;19.6;2015-08-17 06:38:00;2015-08-19 10:08:00;3090;47.2;36.6;14.4;2015-08-17 06:37:00;2015-08-19 09:55:00;3078;49.1;30.2;16.8;2015-08-17 06:36:00;2015-08-19 10:06:00;3090;52;24.7;14.7;2015-08-17 06:29:00;2015-08-19 10:01:00;3092;50.9;44.6;15.7;2015-08-17 06:36:00;2015-08-19 09:55:00;3079;52.7;31.5;18.5;2015-08-17 06:39:00;2015-08-19 10:02:00;3083;43.2;29.8;15.9
2015-09-02 00:03:00;2015-09-02 04:11:00;248;3.3;5.1;4;2015-09-02 00:08:00;2015-09-02 02:23:00;135;4;5.9;5.3;2015-09-02 00:08:00;2015-09-02 02:20:00;132;3.6;5.9;4.7;2015-09-02 00:06:00;2015-09-02 02:23:00;137;4;5.9;4.8;2015-09-02 00:04:00;2015-09-02 02:33:00;149;4.5;6.1;5.5;2015-09-02 00:08:00;2015-09-02 02:24:00;136;3.8;6.2;4.9;NA;NA;NA;NA;NA;NA;2015-09-02 00:09:00;2015-09-02 02:15:00;126;3;5.8;4.1
2015-09-07 12:49:00;2015-09-07 15:55:00;186;1.6;14.7;6.8;2015-09-07 13:29:00;2015-09-07 13:56:00;27;2.6;36.2;10.7;2015-09-07 13:31:00;2015-09-07 13:55:00;24;1.3;17.9;6.5;2015-09-07 13:33:00;2015-09-07 13:57:00;24;1.7;24.1;7.2;2015-09-07 13:36:00;2015-09-07 13:56:00;20;1.1;18.4;6.1;2015-09-07 13:32:00;2015-09-07 13:56:00;24;1.3;18.8;7.5;2015-09-07 13:30:00;2015-09-07 13:57:00;27;1.8;24.8;7.3;2015-09-07 13:31:00;2015-09-07 13:58:00;27;1.2;11.7;4.7
2015-09-09 14:48:00;2015-09-09 17:05:00;137;2.5;22.9;13;2015-09-09 14:55:00;2015-09-09 15:01:00;6;0.7;13;4.2;2015-09-09 14:53:00;2015-09-09 15:14:00;21;2.9;36.5;16.2;2015-09-09 14:49:00;2015-09-09 15:03:00;14;3.1;36.5;18.1;2015-09-09 14:53:00;2015-09-09 15:25:00;32;2;18.4;8.6;2015-09-09 14:53:00;2015-09-09 15:11:00;18;2.9;38.3;16.3;2015-09-09 14:48:00;2015-09-09 15:04:00;16;3.3;38.1;18.6;2015-09-09 14:51:00;2015-09-09 15:11:00;20;2.7;23.8;15.3
2015-09-15 16:19:00;2015-09-16 01:21:00;542;0.1;1.7;0.4;NA;NA;NA;NA;NA;NA;2015-09-15 22:25:00;2015-09-15 22:28:00;3;0.1;5.9;0.6;2015-09-15 22:22:00;2015-09-15 22:25:00;3;0.1;5.9;0.6;2015-09-15 22:29:00;2015-09-15 22:32:00;3;0.1;6.1;0.6;2015-09-15 22:28:00;2015-09-15 22:31:00;3;0.1;6.1;0.6;2015-09-15 22:29:00;2015-09-15 22:32:00;3;0.1;5.9;0.6;NA;NA;NA;NA;NA;NA
2015-09-17 20:52:00;2015-09-17 21:31:00;39;0.1;0.9;0.3;NA;NA;NA;NA;NA;NA;2015-09-17 20:57:00;2015-09-17 21:00:00;3;0.1;5.9;0.6;2015-09-17 21:03:00;2015-09-17 21:06:00;3;0.1;5.9;0.6;2015-09-17 20:56:00;2015-09-17 20:59:00;3;0.1;6.1;0.6;2015-09-17 20:52:00;2015-09-17 20:55:00;3;0.1;6.1;0.6;2015-09-17 21:14:00;2015-09-17 21:17:00;3;0.1;5.9;0.6;2015-09-17 21:01:00;2015-09-17 21:04:00;3;0.1;5.8;0.6
2015-09-23 08:25:00;2015-09-23 12:51:00;266;0.7;1.7;0.9;2015-09-23 08:26:00;2015-09-23 11:46:00;200;1.2;5.8;1.7;2015-09-23 08:34:00;2015-09-23 10:59:00;145;0.8;5.9;1.2;2015-09-23 08:25:00;2015-09-23 10:50:00;145;0.8;5.9;1.2;2015-09-23 08:35:00;2015-09-23 11:15:00;160;0.8;6.1;1.2;2015-09-23 08:34:00;2015-09-23 11:08:00;154;0.8;6.1;1.2;NA;NA;NA;NA;NA;NA;2015-09-23 08:35:00;2015-09-23 11:00:00;145;0.7;5.8;1.2
2015-10-07 01:10:00;2015-10-07 08:21:00;431;7.8;10.1;7.8;2015-10-07 01:44:00;2015-10-07 06:59:00;315;9.5;17.7;10;2015-10-07 01:10:00;2015-10-07 06:44:00;334;6.9;11.8;7.7;2015-10-07 01:21:00;2015-10-07 06:44:00;323;6.9;18;8.3;2015-10-07 01:13:00;2015-10-07 06:25:00;312;8.3;12.2;11.6;2015-10-07 01:10:00;2015-10-07 07:27:00;377;7.5;12.4;9.3;NA;NA;NA;NA;NA;NA;2015-10-07 01:23:00;2015-10-07 06:28:00;305;7.8;19.1;12.5
2015-10-07 10:40:00;2015-10-07 16:31:00;351;5;9;6.9;2015-10-07 10:47:00;2015-10-07 14:43:00;236;4.7;5.9;4.7;2015-10-07 10:45:00;2015-10-07 14:25:00;220;5.6;11.9;10;2015-10-07 10:55:00;2015-10-07 14:32:00;217;3.4;5.9;3.6;2015-10-07 10:40:00;2015-10-07 14:31:00;231;6.1;18.4;12.9;2015-10-07 10:55:00;2015-10-07 15:34:00;279;6.2;18.7;11.2;NA;NA;NA;NA;NA;NA;2015-10-07 10:49:00;2015-10-07 14:26:00;217;4.1;5.8;4.1
2015-10-07 17:29:00;2015-10-08 16:33:00;1384;10.5;4;2.3;2015-10-07 17:47:00;2015-10-08 14:04:00;1217;12.1;11.8;4.7;2015-10-07 17:29:00;2015-10-08 15:02:00;1293;10.3;5.9;2.9;2015-10-07 17:39:00;2015-10-08 14:05:00;1226;9.5;11.9;4.2;2015-10-07 17:40:00;2015-10-08 14:59:00;1279;11;6.1;3.1;2015-10-07 17:56:00;2015-10-08 15:03:00;1267;10.8;6.2;3.1;NA;NA;NA;NA;NA;NA;2015-10-07 17:45:00;2015-10-08 14:13:00;1228;9.3;12.4;2.4
2015-10-14 02:49:00;2015-10-14 17:01:00;852;8.4;5;4;2015-10-14 02:54:00;2015-10-14 15:48:00;774;12;11.8;5.9;2015-10-14 02:49:00;2015-10-14 14:52:00;723;10;5.9;5.3;2015-10-14 02:58:00;2015-10-14 15:04:00;726;9.2;5.9;4.2;NA;NA;NA;NA;NA;NA;2015-10-14 02:51:00;2015-10-14 15:53:00;782;10.7;6.2;5.6;NA;NA;NA;NA;NA;NA;2015-10-14 03:19:00;2015-10-14 15:41:00;742;8.7;5.8;4.7
2015-10-14 20:48:00;2015-10-15 13:21:00;993;6.7;4;2.6;2015-10-14 20:58:00;2015-10-15 09:50:00;772;9.3;5.9;3.5;2015-10-14 20:58:00;2015-10-15 11:25:00;867;8.3;5.9;3.5;2015-10-14 20:54:00;2015-10-15 10:23:00;809;7.2;5.9;3;NA;NA;NA;NA;NA;NA;2015-10-14 20:48:00;2015-10-15 09:42:00;774;9.2;6.2;3.1;NA;NA;NA;NA;NA;NA;2015-10-14 20:59:00;2015-10-15 09:54:00;775;6.3;5.8;2.9
2015-10-15 15:07:00;2015-10-15 21:48:00;401;0.6;2;0.6;2015-10-15 15:07:00;2015-10-15 21:39:00;392;0.9;5.8;0.6;2015-10-15 16:08:00;2015-10-15 21:26:00;318;0.6;5.9;0.6;2015-10-15 16:10:00;2015-10-15 21:32:00;322;0.6;5.9;0.6;NA;NA;NA;NA;NA;NA;2015-10-15 15:16:00;2015-10-15 21:48:00;392;0.8;6.1;1.2;NA;NA;NA;NA;NA;NA;2015-10-15 16:16:00;2015-10-15 21:35:00;319;0.6;5.8;0.6
2015-10-16 01:08:00;2015-10-16 06:51:00;343;1.1;2;1;2015-10-16 01:15:00;2015-10-16 04:38:00;203;1.5;5.8;1.2;2015-10-16 01:08:00;2015-10-16 05:18:00;250;1.5;5.9;1.8;2015-10-16 01:17:00;2015-10-16 04:19:00;182;1.2;5.9;1.2;NA;NA;NA;NA;NA;NA;2015-10-16 01:21:00;2015-10-16 04:39:00;198;1.5;6.2;1.8;NA;NA;NA;NA;NA;NA;2015-10-16 01:15:00;2015-10-16 04:14:00;179;1.2;5.8;1.2
2015-10-16 14:49:00;2015-10-17 06:21:00;932;9.6;6.1;4.6;2015-10-16 14:52:00;2015-10-17 03:44:00;772;12.6;11.8;6.5;2015-10-16 14:53:00;2015-10-17 03:29:00;756;10.6;5.9;4.7;2015-10-16 14:50:00;2015-10-17 03:43:00;773;11.4;11.9;5.9;NA;NA;NA;NA;NA;NA;2015-10-16 14:50:00;2015-10-17 03:28:00;758;11.7;12.4;5.6;NA;NA;NA;NA;NA;NA;2015-10-16 14:49:00;2015-10-17 03:43:00;774;11.5;12.5;6.5
